systematic	common	type	chromosome	start	stop	strand	hasTSS
"YLR450W"	"HMG2"	"ORF"	12	1032443	1035763	"W"	1
"YLR451W"	"LEU3"	"ORF"	12	1035995	1038139	"W"	1
"YLR452C"	"SST2"	"ORF"	12	1041447	1039119	"C"	1
"YLR453C"	"RIF2"	"ORF"	12	1043023	1041431	"C"	1
"YLR454W"	"YLR454W"	"ORF"	12	1043867	1048259	"W"	1
"YLR455W"	"YLR455W"	"ORF"	12	1053355	1054810	"W"	1
"YLR456W"	"YLR456W"	"ORF"	12	1055059	1055699	"W"	1
"YLR457C"	"NBP1"	"ORF"	12	1056775	1055783	"C"	1
"YLR459W"	"GAB1"	"ORF"	12	1057291	1058531	"W"	1
"YLR460C"	"YLR460C"	"ORF"	12	1061079	1059831	"C"	1
"YLR461W"	"PAU4"	"ORF"	12	1062815	1063457	"W"	1
"YLR462W"	"YLR462W"	"ORF"	12	1065852	1066740	"W"	1
"YLR464W"	"YLR464W"	"ORF"	12	1066468	1067677	"W"	1
"YLR466W"	"YRF1-4"	"ORF"	12	1066983	1071411	"W"	1
"YLR466C-B"	"YLR466C-B"	"ORF"	12	1071810	1071414	"C"	1
"YLR467W"	"YRF1-5"	"ORF"	12	1072404	1078074	"W"	1
"YML133C"	"YML133C"	"ORF"	13	4786	283	"C"	1
"YML132W"	"COS3"	"ORF"	13	7142	8561	"W"	1
"YML131W"	"YML131W"	"ORF"	13	10133	11069	"W"	1
"YML130C"	"ERO1"	"ORF"	13	13281	11505	"C"	1
"YML129C"	"COX14"	"ORF"	13	14793	14313	"C"	1
"YML128C"	"MSC1"	"ORF"	13	16849	15265	"C"	1
"YML127W"	"RSC9"	"ORF"	13	16989	18837	"W"	1
"YML126C"	"ERG13"	"ORF"	13	20489	18993	"C"	1
"YML125C"	"PGA3"	"ORF"	13	21745	20681	"C"	1
"YML124C"	"TUB3"	"ORF"	13	23786	21871	"C"	1
"YML123C"	"PHO84"	"ORF"	13	25857	23929	"C"	1
"YML121W"	"GTR1"	"ORF"	13	26813	28045	"W"	1
"YML120C"	"NDI1"	"ORF"	13	29889	27905	"C"	1
"YML119W"	"YML119W"	"ORF"	13	30573	31293	"W"	1
"YML118W"	"NGL3"	"ORF"	13	32232	34029	"W"	1
"YML117W"	"NAB6"	"ORF"	13	34101	37861	"W"	1
"YML116W"	"ATR1"	"ORF"	13	38069	39613	"W"	1
"YML115C"	"VAN1"	"ORF"	13	41865	40169	"C"	1
"YML114C"	"TAF8"	"ORF"	13	43657	42041	"C"	1
"YML113W"	"DAT1"	"ORF"	13	43997	44837	"W"	1
"YML112W"	"CTK3"	"ORF"	13	45037	46005	"W"	1
"YML111W"	"BUL2"	"ORF"	13	46789	49773	"W"	1
"YML110C"	"COQ5"	"ORF"	13	51009	49753	"C"	1
"YML109W"	"ZDS2"	"ORF"	13	51549	54749	"W"	1
"YML108W"	"YML108W"	"ORF"	13	54733	55325	"W"	1
"YML107C"	"PML39"	"ORF"	13	56281	55193	"C"	1
"YML106W"	"URA5"	"ORF"	13	56461	57533	"W"	1
"YML105C"	"SEC65"	"ORF"	13	58793	57849	"C"	1
"YML104C"	"MDM1"	"ORF"	13	62361	58889	"C"	1
"YML103C"	"NUP188"	"ORF"	13	67577	65945	"C"	1
"YML102W"	"CAC2"	"ORF"	13	68245	69757	"W"	1
"YML101C"	"CUE4"	"ORF"	13	70153	69713	"C"	1
"YML100W-A"	"YML100W-A"	"ORF"	13	70229	70581	"W"	1
"YML100W"	"TSL1"	"ORF"	13	70566	74029	"W"	1
"YML099C"	"ARG81"	"ORF"	13	77025	74273	"C"	1
"YML098W"	"TAF13"	"ORF"	13	77221	77781	"W"	1
"YML097C"	"VPS9"	"ORF"	13	79729	78249	"C"	1
"YML096W"	"YML096W"	"ORF"	13	79885	80829	"W"	1
"YML095C"	"RAD10"	"ORF"	13	82153	81241	"C"	1
"YML094W"	"GIM5"	"ORF"	13	82373	82885	"W"	1
"YML093W"	"UTP14"	"ORF"	13	83069	85765	"W"	1
"YML092C"	"PRE8"	"ORF"	13	86777	85929	"C"	1
"YML091C"	"RPM2"	"ORF"	13	91033	90169	"C"	1
"YML088W"	"UFO1"	"ORF"	13	92173	94269	"W"	1
"YML087C"	"YML087C"	"ORF"	13	95393	94457	"C"	1
"YML086C"	"ALO1"	"ORF"	13	97537	95673	"C"	1
"YML085C"	"TUB1"	"ORF"	13	99457	99385	"C"	1
"YML083C"	"YML083C"	"ORF"	13	101152	99616	"C"	1
"YML082W"	"YML082W"	"ORF"	13	101797	103893	"W"	1
"YML081C-A"	"ATP18"	"ORF"	13	104264	103805	"C"	1
"YML081W"	"YML081W"	"ORF"	13	104629	108589	"W"	1
"YML080W"	"DUS1"	"ORF"	13	108685	109917	"W"	1
"YML079W"	"YML079W"	"ORF"	13	110229	110597	"W"	1
"YML078W"	"CPR3"	"ORF"	13	110581	111685	"W"	1
"YML077W"	"BET5"	"ORF"	13	111790	112388	"W"	1
"YML076C"	"WAR1"	"ORF"	13	115377	112481	"C"	1
"YML075C"	"HMG1"	"ORF"	13	119065	115681	"C"	1
"YML074C"	"FPR3"	"ORF"	13	121369	120657	"C"	1
"YML073C"	"RPL6A"	"ORF"	13	124225	124153	"C"	1
"YML072C"	"TCB3"	"ORF"	13	129537	124665	"C"	1
"YML071C"	"COG8"	"ORF"	13	131673	130457	"C"	1
"YML070W"	"DAK1"	"ORF"	13	133405	134765	"W"	1
"YML069W"	"POB3"	"ORF"	13	135429	137149	"W"	1
"YML068W"	"ITT1"	"ORF"	13	137389	139301	"W"	1
"YML067C"	"ERV41"	"ORF"	13	140241	140184	"C"	1
"YML066C"	"SMA2"	"ORF"	13	141635	140246	"C"	1
"YML065W"	"ORC1"	"ORF"	13	142117	143069	"W"	1
"YML064C"	"TEM1"	"ORF"	13	146048	145177	"C"	1
"YML063W"	"RPS1B"	"ORF"	13	146413	147365	"W"	1
"YML062C"	"MFT1"	"ORF"	13	148728	147449	"C"	1
"YML061C"	"PIF1"	"ORF"	13	151681	148873	"C"	1
"YML060W"	"OGG1"	"ORF"	13	151813	153069	"W"	1
"YML059C"	"NTE1"	"ORF"	13	158321	153273	"C"	1
"YML058W-A"	"HUG1"	"ORF"	13	158658	159144	"W"	1
"YML058W"	"SML1"	"ORF"	13	159325	159981	"W"	1
"YML057W"	"CMP2"	"ORF"	13	160093	162005	"W"	1
"YML056C"	"IMD4"	"ORF"	13	164288	163713	"C"	1
"YML055W"	"SPC2"	"ORF"	13	164733	165309	"W"	1
"YML054C"	"CYB2"	"ORF"	13	166945	165121	"C"	1
"YML054C-A"	"YML054C-A"	"ORF"	13	167883	167445	"C"	1
"YML053C"	"YML053C"	"ORF"	13	169841	169065	"C"	1
"YML052W"	"SUR7"	"ORF"	13	170349	171381	"W"	1
"YML051W"	"GAL80"	"ORF"	13	171525	172933	"W"	1
"YML050W"	"YML050W"	"ORF"	13	172917	173317	"W"	1
"YML049C"	"RSE1"	"ORF"	13	178193	175929	"C"	1
"YML048W"	"GSF2"	"ORF"	13	178373	179757	"W"	1
"YML047C"	"PRM6"	"ORF"	13	181177	179839	"C"	1
"YML046W"	"PRP39"	"ORF"	13	181421	183437	"W"	1
"YML043C"	"RRN11"	"ORF"	13	191937	191097	"C"	1
"YML042W"	"CAT2"	"ORF"	13	192686	194978	"W"	1
"YML041C"	"VPS71"	"ORF"	13	195801	195505	"C"	1
"YML038C"	"YMD8"	"ORF"	13	204241	202641	"C"	1
"YML037C"	"YML037C"	"ORF"	13	205457	204225	"C"	1
"YML036W"	"CGI121"	"ORF"	13	205597	206101	"W"	1
"YML035C"	"AMD1"	"ORF"	13	209057	206265	"C"	1
"YML034W"	"SRC1"	"ORF"	13	209437	212164	"W"	1
"YML032C"	"RAD52"	"ORF"	13	213977	212497	"C"	1
"YML031W"	"NDC1"	"ORF"	13	214133	216237	"W"	1
"YML030W"	"YML030W"	"ORF"	13	216413	217061	"W"	1
"YML029W"	"USA1"	"ORF"	13	217277	220109	"W"	1
"YML028W"	"TSA1"	"ORF"	13	220093	220853	"W"	1
"YML027W"	"YOX1"	"ORF"	13	221325	222653	"W"	1
"YML026C"	"RPS18B"	"ORF"	13	223889	223777	"C"	1
"YML025C"	"YML6"	"ORF"	13	225449	225337	"C"	1
"YML024W"	"RPS17A"	"ORF"	13	225837	226301	"W"	1
"YML023C"	"NSE5"	"ORF"	13	228705	227401	"C"	1
"YML022W"	"APT1"	"ORF"	13	228869	229573	"W"	1
"YML021C"	"UNG1"	"ORF"	13	230809	229553	"C"	1
"YML020W"	"YML020W"	"ORF"	13	230965	233245	"W"	1
"YML019W"	"OST6"	"ORF"	13	233421	234669	"W"	1
"YML018C"	"YML018C"	"ORF"	13	236105	234721	"C"	1
"YML017W"	"PSP2"	"ORF"	13	236509	236605	"W"	1
"YML016C"	"PPZ1"	"ORF"	13	241801	240641	"C"	1
"YML015C"	"TAF11"	"ORF"	13	243121	242089	"C"	1
"YML014W"	"TRM9"	"ORF"	13	243197	243973	"W"	1
"YML013W"	"UBX2"	"ORF"	13	243957	246069	"W"	1
"YML012W"	"ERV25"	"ORF"	13	246053	246885	"W"	1
"YML011C"	"RAD33"	"ORF"	13	247481	246889	"C"	1
"YML010W"	"SPT5"	"ORF"	13	247629	250933	"W"	1
"YML009C"	"MRPL39"	"ORF"	13	251561	251249	"C"	1
"YML008C"	"ERG6"	"ORF"	13	253073	251745	"C"	1
"YML007C-A"	"YML007C-A"	"ORF"	13	253374	252984	"C"	1
"YML007W"	"YAP1"	"ORF"	13	253685	255781	"W"	1
"YML006C"	"GIS4"	"ORF"	13	258518	255914	"C"	1
"YML005W"	"TRM12"	"ORF"	13	260213	261101	"W"	1
"YML004C"	"GLO1"	"ORF"	13	262713	261569	"C"	1
"YML003W"	"YML003W"	"ORF"	13	263493	266685	"W"	1
"YML002W"	"YML002W"	"ORF"	13	264439	266932	"W"	1
"YML001W"	"YPT7"	"ORF"	13	267072	267978	"W"	1
"YMR001C"	"CDC5"	"ORF"	13	271521	268905	"C"	1
"YMR001C-A"	"YMR001C-A"	"ORF"	13	271679	271169	"C"	1
"YMR002W"	"MIC17"	"ORF"	13	272101	272893	"W"	1
"YMR003W"	"YMR003W"	"ORF"	13	273077	273597	"W"	1
"YMR004W"	"MVP1"	"ORF"	13	273949	275453	"W"	1
"YMR005W"	"TAF4"	"ORF"	13	275965	277133	"W"	1
"YMR006C"	"PLB2"	"ORF"	13	279761	277481	"C"	1
"YMR008C"	"PLB1"	"ORF"	13	282793	280425	"C"	1
"YMR009W"	"ADI1"	"ORF"	13	283989	284589	"W"	1
"YMR010W"	"YMR010W"	"ORF"	13	284845	286365	"W"	1
"YMR011W"	"HXT2"	"ORF"	13	288037	289821	"W"	1
"YMR012W"	"CLU1"	"ORF"	13	291005	295021	"W"	1
"YMR013C"	"SEC59"	"ORF"	13	296801	295074	"C"	1
"YMR013W-A"	"YMR013W-A"	"ORF"	13	298309	298390	"W"	0
"YMR014W"	"BUD22"	"ORF"	13	298821	300333	"W"	1
"YMR015C"	"ERG5"	"ORF"	13	302561	300793	"C"	1
"YMR016C"	"SOK2"	"ORF"	13	305873	303169	"C"	1
"YMR017W"	"SPO20"	"ORF"	13	307386	308859	"W"	1
"YMR018W"	"YMR018W"	"ORF"	13	310105	311929	"W"	1
"YMR019W"	"STB4"	"ORF"	13	312245	314805	"W"	1
"YMR020W"	"FMS1"	"ORF"	13	315325	316941	"W"	1
"YMR021C"	"MAC1"	"ORF"	13	318465	316929	"C"	1
"YMR022W"	"UBC7"	"ORF"	13	318645	319277	"W"	1
"YMR023C"	"MSS1"	"ORF"	13	321017	319705	"C"	1
"YMR024W"	"MRPL3"	"ORF"	13	321877	322333	"W"	1
"YMR025W"	"CSI1"	"ORF"	13	322981	324021	"W"	1
"YMR026C"	"PEX12"	"ORF"	13	325553	324225	"C"	1
"YMR027W"	"YMR027W"	"ORF"	13	325797	327069	"W"	1
"YMR028W"	"TAP42"	"ORF"	13	327053	328605	"W"	1
"YMR029C"	"FAR8"	"ORF"	13	330297	329489	"C"	1
"YMR030W"	"RSF1"	"ORF"	13	330621	331581	"W"	1
"YMR031C"	"YMR031C"	"ORF"	13	334833	332137	"C"	1
"YMR032W"	"HOF1"	"ORF"	13	335197	337237	"W"	1
"YMR030W-A"	"YMR030W-A"	"ORF"	13	337210	337780	"W"	1
"YMR033W"	"ARP9"	"ORF"	13	337741	337821	"W"	1
"YMR034C"	"YMR034C"	"ORF"	13	340945	339145	"C"	1
"YMR035W"	"IMP2"	"ORF"	13	341101	341725	"W"	1
"YMR036C"	"MIH1"	"ORF"	13	343617	341761	"C"	1
"YMR037C"	"MSN2"	"ORF"	13	346969	344177	"C"	1
"YMR038C"	"CCS1"	"ORF"	13	348297	347441	"C"	1
"YMR039C"	"SUB1"	"ORF"	13	349681	348617	"C"	1
"YMR040W"	"YET2"	"ORF"	13	350109	350981	"W"	1
"YMR041C"	"ARA2"	"ORF"	13	352033	350938	"C"	1
"YMR042W"	"ARG80"	"ORF"	13	352501	353741	"W"	1
"YMR043W"	"MCM1"	"ORF"	13	353725	355077	"W"	1
"YMR044W"	"IOC4"	"ORF"	13	355341	356861	"W"	1
"YMR047C"	"NUP116"	"ORF"	13	366793	363553	"C"	1
"YMR048W"	"CSM3"	"ORF"	13	366957	367933	"W"	1
"YMR049C"	"ERB1"	"ORF"	13	370561	368017	"C"	1
"YMR052W"	"FAR3"	"ORF"	13	379557	380757	"W"	1
"YMR053C"	"STB2"	"ORF"	13	382999	380167	"C"	1
"YMR054W"	"STV1"	"ORF"	13	383077	386045	"W"	1
"YMR055C"	"BUB2"	"ORF"	13	387065	385985	"C"	1
"YMR056C"	"AAC1"	"ORF"	13	388185	387225	"C"	1
"YMR058W"	"FET3"	"ORF"	13	388757	390869	"W"	1
"YMR059W"	"SEN15"	"ORF"	13	391053	391525	"W"	1
"YMR060C"	"SAM37"	"ORF"	13	392537	391753	"C"	1
"YMR061W"	"RNA14"	"ORF"	13	392725	393701	"W"	1
"YMR062C"	"ECM40"	"ORF"	13	396409	395009	"C"	1
"YMR063W"	"RIM9"	"ORF"	13	397013	397941	"W"	1
"YMR064W"	"AEP1"	"ORF"	13	397800	399636	"W"	1
"YMR065W"	"KAR5"	"ORF"	13	399853	401245	"W"	1
"YMR066W"	"SOV1"	"ORF"	13	401533	404261	"W"	1
"YMR067C"	"UBX4"	"ORF"	13	405673	404913	"C"	1
"YMR068W"	"AVO2"	"ORF"	13	406262	407597	"W"	1
"YMR069W"	"NAT4"	"ORF"	13	407605	408933	"W"	1
"YMR070W"	"MOT3"	"ORF"	13	408925	410669	"W"	1
"YMR071C"	"TVP18"	"ORF"	13	411353	410737	"C"	1
"YMR072W"	"ABF2"	"ORF"	13	411517	412205	"W"	1
"YMR073C"	"IRC21"	"ORF"	13	413177	412097	"C"	1
"YMR074C"	"YMR074C"	"ORF"	13	413489	413161	"C"	1
"YMR075W"	"RCO1"	"ORF"	13	413879	416213	"W"	1
"YMR076C"	"PDS5"	"ORF"	13	420113	416121	"C"	1
"YMR077C"	"VPS20"	"ORF"	13	422233	421345	"C"	1
"YMR078C"	"CTF18"	"ORF"	13	424745	422441	"C"	1
"YMR079W"	"SEC14"	"ORF"	13	424933	424996	"W"	1
"YMR080C"	"NAM7"	"ORF"	13	429705	426321	"C"	1
"YMR081C"	"ISF1"	"ORF"	13	431196	429900	"C"	1
"YMR083W"	"ADH3"	"ORF"	13	434733	436021	"W"	1
"YMR084W"	"YMR084W"	"ORF"	13	436525	437593	"W"	1
"YMR085W"	"YMR085W"	"ORF"	13	437388	438966	"W"	1
"YMR086W"	"YMR086W"	"ORF"	13	439125	442101	"W"	1
"YMR087W"	"YMR087W"	"ORF"	13	442085	443229	"W"	1
"YMR088C"	"VBA1"	"ORF"	13	445241	443489	"C"	1
"YMR089C"	"YTA12"	"ORF"	13	448289	445529	"C"	1
"YMR090W"	"YMR090W"	"ORF"	13	449142	450105	"W"	1
"YMR091C"	"NPL6"	"ORF"	13	451401	451081	"C"	1
"YMR092C"	"AIP1"	"ORF"	13	453561	451769	"C"	1
"YMR093W"	"UTP15"	"ORF"	13	453965	455165	"W"	1
"YMR094W"	"CTF13"	"ORF"	13	455789	459365	"W"	1
"YMR095C"	"SNO1"	"ORF"	13	458060	457106	"C"	1
"YMR096W"	"SNZ1"	"ORF"	13	458305	459478	"W"	1
"YMR097C"	"MTG1"	"ORF"	13	460993	459321	"C"	1
"YMR098C"	"ATP25"	"ORF"	13	462713	460977	"C"	1
"YMR099C"	"YMR099C"	"ORF"	13	464857	463841	"C"	1
"YMR100W"	"MUB1"	"ORF"	13	465934	468317	"W"	1
"YMR101C"	"SRT1"	"ORF"	13	469577	468266	"C"	1
"YMR102C"	"YMR102C"	"ORF"	13	472521	469729	"C"	1
"YMR104C"	"YPK2"	"ORF"	13	475433	472505	"C"	1
"YMR105C"	"PGM2"	"ORF"	13	477673	475977	"C"	1
"YMR105W-A"	"YMR105W-A"	"ORF"	13	477961	478435	"W"	1
"YMR106C"	"YKU80"	"ORF"	13	479825	477657	"C"	1
"YMR107W"	"SPG4"	"ORF"	13	482911	483538	"W"	1
"YMR108W"	"ILV2"	"ORF"	13	483821	486309	"W"	1
"YMR109W"	"MYO5"	"ORF"	13	486541	490301	"W"	1
"YMR110C"	"HFD1"	"ORF"	13	492017	490417	"C"	1
"YMR111C"	"YMR111C"	"ORF"	13	494209	492297	"C"	1
"YMR112C"	"MED11"	"ORF"	13	494481	494193	"C"	1
"YMR113W"	"FOL3"	"ORF"	13	494941	496317	"W"	1
"YMR114C"	"YMR114C"	"ORF"	13	497497	496657	"C"	1
"YMR115W"	"FMP24"	"ORF"	13	497645	499245	"W"	1
"YMR116C"	"ASC1"	"ORF"	13	500721	500145	"C"	1
"YMR117C"	"SPC24"	"ORF"	13	501937	500705	"C"	1
"YMR118C"	"YMR118C"	"ORF"	13	502835	501965	"C"	1
"YMR119W"	"ASI1"	"ORF"	13	505117	507045	"W"	1
"YMR120C"	"ADE17"	"ORF"	13	509337	507329	"C"	1
"YMR121C"	"RPL15B"	"ORF"	13	510393	509761	"C"	1
"YMR122W-A"	"YMR122W-A"	"ORF"	13	511212	511746	"W"	1
"YMR123W"	"PKR1"	"ORF"	13	513541	514037	"W"	1
"YMR124W"	"YMR124W"	"ORF"	13	514197	517325	"W"	1
"YMR125W"	"STO1"	"ORF"	13	517437	517573	"W"	1
"YMR126C"	"DLT1"	"ORF"	13	522041	521361	"C"	1
"YMR127C"	"SAS2"	"ORF"	13	523449	522233	"C"	1
"YMR128W"	"ECM16"	"ORF"	13	523653	527509	"W"	1
"YMR129W"	"POM152"	"ORF"	13	527773	530389	"W"	1
"YMR130W"	"YMR130W"	"ORF"	13	532021	533061	"W"	1
"YMR131C"	"RRB1"	"ORF"	13	534753	533089	"C"	1
"YMR132C"	"JLP2"	"ORF"	13	535721	534745	"C"	1
"YMR133W"	"REC114"	"ORF"	13	536104	537786	"W"	1
"YMR134W"	"YMR134W"	"ORF"	13	537718	538669	"W"	1
"YMR135C"	"GID8"	"ORF"	13	540121	538601	"C"	1
"YMR136W"	"GAT2"	"ORF"	13	541109	542949	"W"	1
"YMR137C"	"PSO2"	"ORF"	13	544993	542921	"C"	1
"YMR138W"	"CIN4"	"ORF"	13	545117	545909	"W"	1
"YMR139W"	"RIM11"	"ORF"	13	545893	547357	"W"	1
"YMR140W"	"SIP5"	"ORF"	13	547661	549669	"W"	1
"YMR142C"	"RPL13B"	"ORF"	13	551249	550785	"C"	1
"YMR143W"	"RPS16A"	"ORF"	13	551893	551957	"W"	1
"YMR144W"	"YMR144W"	"ORF"	13	553221	554453	"W"	1
"YMR145C"	"NDE1"	"ORF"	13	556689	555009	"C"	1
"YMR146C"	"TIF34"	"ORF"	13	558609	557385	"C"	1
"YMR147W"	"YMR147W"	"ORF"	13	559141	559781	"W"	1
"YMR148W"	"YMR148W"	"ORF"	13	560109	560941	"W"	1
"YMR149W"	"SWP1"	"ORF"	13	560925	561709	"W"	1
"YMR150C"	"IMP1"	"ORF"	13	562593	562001	"C"	1
"YMR152W"	"YIM1"	"ORF"	13	563021	564205	"W"	1
"YMR153W"	"NUP53"	"ORF"	13	564381	565885	"W"	1
"YMR154C"	"RIM13"	"ORF"	13	568217	564513	"C"	1
"YMR155W"	"YMR155W"	"ORF"	13	568533	570301	"W"	1
"YMR156C"	"TPP1"	"ORF"	13	571425	570369	"C"	1
"YMR157C"	"YMR157C"	"ORF"	13	572089	571409	"C"	1
"YMR158W"	"MRPS8"	"ORF"	13	572157	572781	"W"	1
"YMR158C-A"	"YMR158C-A"	"ORF"	13	573432	573015	"C"	1
"YMR159C"	"ATG16"	"ORF"	13	574921	573105	"C"	1
"YMR160W"	"YMR160W"	"ORF"	13	575013	577677	"W"	1
"YMR161W"	"HLJ1"	"ORF"	13	577661	578725	"W"	1
"YMR162C"	"DNF3"	"ORF"	13	584089	578769	"C"	1
"YMR163C"	"INP2"	"ORF"	13	586537	584441	"C"	1
"YMR164C"	"MSS11"	"ORF"	13	589721	588665	"C"	1
"YMR165C"	"PAH1"	"ORF"	13	592841	589881	"C"	1
"YMR166C"	"YMR166C"	"ORF"	13	594729	593249	"C"	1
"YMR167W"	"MLH1"	"ORF"	13	594837	597381	"W"	1
"YMR168C"	"CEP3"	"ORF"	13	599209	596817	"C"	1
"YMR169C"	"ALD3"	"ORF"	13	600973	599173	"C"	1
"YMR170C"	"ALD2"	"ORF"	13	603183	601383	"C"	1
"YMR171C"	"EAR1"	"ORF"	13	605721	603625	"C"	1
"YMR172W"	"HOT1"	"ORF"	13	606101	608205	"W"	1
"YMR173W"	"DDR48"	"ORF"	13	608586	610158	"W"	1
"YMR174C"	"PAI3"	"ORF"	13	610401	610065	"C"	1
"YMR175W"	"SIP18"	"ORF"	13	610913	611432	"W"	1
"YMR175W-A"	"YMR175W-A"	"ORF"	13	611211	611685	"W"	1
"YMR176W"	"ECM5"	"ORF"	13	611621	616029	"W"	1
"YMR177W"	"MMT1"	"ORF"	13	616429	618213	"W"	1
"YMR178W"	"YMR178W"	"ORF"	13	618429	619365	"W"	1
"YMR179W"	"SPT21"	"ORF"	13	619797	622245	"W"	1
"YMR180C"	"CTL1"	"ORF"	13	623657	622257	"C"	1
"YMR181C"	"YMR181C"	"ORF"	13	624257	623641	"C"	1
"YMR182C"	"RGM1"	"ORF"	13	625233	624241	"C"	1
"YMR182W-A"	"YMR182W-A"	"ORF"	13	625708	626074	"W"	1
"YMR183C"	"SSO2"	"ORF"	13	627913	626721	"C"	1
"YMR184W"	"ADD37"	"ORF"	13	628133	628837	"W"	1
"YMR185W"	"YMR185W"	"ORF"	13	628989	631805	"W"	1
"YMR186W"	"HSC82"	"ORF"	13	632309	634565	"W"	1
"YMR187C"	"YMR187C"	"ORF"	13	636065	634665	"C"	1
"YMR188C"	"MRPS17"	"ORF"	13	637089	636209	"C"	1
"YMR189W"	"GCV2"	"ORF"	13	637389	640613	"W"	1
"YMR190C"	"SGS1"	"ORF"	13	645425	640889	"C"	1
"YMR191W"	"SPG5"	"ORF"	13	645629	646749	"W"	1
"YMR192W"	"GYL1"	"ORF"	13	647029	647709	"W"	1
"YMR193W"	"MRPL24"	"ORF"	13	649981	650837	"W"	1
"YMR194W"	"RPL36A"	"ORF"	13	651101	651165	"W"	1
"YMR194C-B"	"YMR194C-B"	"ORF"	13	652988	652415	"C"	1
"YMR195W"	"ICY1"	"ORF"	13	653933	654541	"W"	1
"YMR196W"	"YMR196W"	"ORF"	13	655029	656221	"W"	1
"YMR197C"	"VTI1"	"ORF"	13	659257	658625	"C"	1
"YMR198W"	"CIK1"	"ORF"	13	659461	661725	"W"	1
"YMR199W"	"CLN1"	"ORF"	13	662429	664405	"W"	1
"YMR200W"	"ROT1"	"ORF"	13	664621	665813	"W"	1
"YMR201C"	"RAD14"	"ORF"	13	666929	664993	"C"	1
"YMR202W"	"ERG2"	"ORF"	13	667461	668141	"W"	1
"YMR203W"	"TOM40"	"ORF"	13	668421	669861	"W"	1
"YMR204C"	"INP1"	"ORF"	13	671353	669641	"C"	1
"YMR205C"	"PFK2"	"ORF"	13	674849	671729	"C"	1
"YMR206W"	"YMR206W"	"ORF"	13	675793	677014	"W"	1
"YMR207C"	"HFA1"	"ORF"	13	683665	677014	"C"	1
"YMR208W"	"ERG12"	"ORF"	13	684445	685908	"W"	1
"YMR209C"	"YMR209C"	"ORF"	13	687337	686121	"C"	1
"YMR210W"	"YMR210W"	"ORF"	13	687493	688861	"W"	1
"YMR211W"	"DML1"	"ORF"	13	689014	690517	"W"	1
"YMR212C"	"EFR3"	"ORF"	13	693185	690577	"C"	1
"YMR213W"	"CEF1"	"ORF"	13	693317	694901	"W"	1
"YMR214W"	"SCJ1"	"ORF"	13	695317	696597	"W"	1
"YMR215W"	"GAS3"	"ORF"	13	696733	698405	"W"	1
"YMR216C"	"SKY1"	"ORF"	13	701233	698777	"C"	1
"YMR217W"	"GUA1"	"ORF"	13	701677	703437	"W"	1
"YMR218C"	"TRS130"	"ORF"	13	706937	703689	"C"	1
"YMR219W"	"ESC1"	"ORF"	13	707077	710917	"W"	1
"YMR220W"	"ERG8"	"ORF"	13	712285	713781	"W"	1
"YMR221C"	"YMR221C"	"ORF"	13	715473	713889	"C"	1
"YMR222C"	"FSH2"	"ORF"	13	716369	715561	"C"	1
"YMR223W"	"UBP8"	"ORF"	13	716485	718189	"W"	1
"YMR224C"	"MRE11"	"ORF"	13	720681	718473	"C"	1
"YMR225C"	"MRPL44"	"ORF"	13	721633	721177	"C"	1
"YMR226C"	"YMR226C"	"ORF"	13	722449	721617	"C"	1
"YMR227C"	"TAF7"	"ORF"	13	724473	723345	"C"	1
"YMR228W"	"MTF1"	"ORF"	13	724597	725461	"W"	1
"YMR229C"	"RRP5"	"ORF"	13	731225	726913	"C"	1
"YMR230W"	"RPS10B"	"ORF"	13	732357	732461	"W"	1
"YMR230W-A"	"YMR230W-A"	"ORF"	13	733165	733633	"W"	1
"YMR231W"	"PEP5"	"ORF"	13	733501	736821	"W"	1
"YMR232W"	"FUS2"	"ORF"	13	736823	739136	"W"	1
"YMR233W"	"TRI1"	"ORF"	13	739141	740013	"W"	1
"YMR234W"	"RNH1"	"ORF"	13	740165	741253	"W"	1
"YMR235C"	"RNA1"	"ORF"	13	742777	741321	"C"	1
"YMR236W"	"TAF9"	"ORF"	13	742925	743493	"W"	1
"YMR237W"	"BCH1"	"ORF"	13	743477	746013	"W"	1
"YMR238W"	"DFG5"	"ORF"	13	746213	747749	"W"	1
"YMR239C"	"RNT1"	"ORF"	13	749753	748265	"C"	1
"YMR240C"	"CUS1"	"ORF"	13	751457	749937	"C"	1
"YMR241W"	"YHM2"	"ORF"	13	751725	752909	"W"	1
"YMR242C"	"RPL20A"	"ORF"	13	754313	753729	"C"	1
"YMR242W-A"	"YMR242W-A"	"ORF"	13	754194	754563	"W"	1
"YMR243C"	"ZRC1"	"ORF"	13	756289	754953	"C"	1
"YMR244W"	"YMR244W"	"ORF"	13	757147	758494	"W"	1
"YMR244C-A"	"YMR244C-A"	"ORF"	13	759105	758322	"C"	1
"YMR246W"	"FAA4"	"ORF"	13	759557	762077	"W"	1
"YMR247C"	"RKR1"	"ORF"	13	768105	763601	"C"	1
"YMR247W-A"	"YMR247W-A"	"ORF"	13	769180	769603	"W"	1
"YMR250W"	"GAD1"	"ORF"	13	770741	772605	"W"	1
"YMR251W"	"GTO3"	"ORF"	13	772812	774192	"W"	1
"YMR251W-A"	"HOR7"	"ORF"	13	774693	775220	"W"	1
"YMR252C"	"YMR252C"	"ORF"	13	775849	775265	"C"	1
"YMR253C"	"YMR253C"	"ORF"	13	777272	775833	"C"	1
